"Anfangsbuchstabe","Title","Begriff","Hinweis","Link"
"E","EA","Erstausrüster",,
"E","EAI","Enterprise Application Integration",,
"E","EAP","Antriebsprüfstände",,
"E","EAR","Enterprise Archive",,
"E","EAS","Ein-/Auslaufstatus",,
"E","eAWS","Elektrische Aktive Wankstabilisierung",,
"E","EBcable","System zu Beschreibung von Kabelsträngen",,
"E","EBKV","Elektronischer Bremskraftverstärker",,
"E","EBS","Einkaufs-Sachbearbeiter-Schlüssel",,
"E","EBV","Elektronische Bremskraftverteilung",,
"E","EBV","Ersatzteilerstbevorratung",,
"E","EC","European Community (=EG)",,
"E","ECA","Engineering Center Aggregate (Pro/E-Datenverwaltung im Konzern)","LINK FOLGT",
"E","eCall","Call from the end customer to the call center for help in an emergency","(“emergency call”, B-Call, iCall)",
"E","ECC","Elliptic Curve Cryptography",,
"E","ECE","United Nations Economic Commission for Europe",,
"E","ECOS","Electric Check Out System",,
"E","ECS","European Customer Satisfaction",,
"E","ECU","Electronic Control Unit",,
"E","ECU-Variante","Definiert die möglichen Varianten eines Steuergeräts",,
"E","EDC","Electronic Damping Control",,
"E","EDI","electronic data interchange, standardisierte Vernetzung von Geschäftsprozessen",,
"E","eDL","Externe Dienstleister",,
"E","EDL","Entwicklungsdienstleister",,
"E","EDo","Entscheidungsdokumentation",,
"E","EDPD","Emission Data Public Disclosure",,
"E","EDR","Funktion im Fahrzeug zur Aufzeichnung von Unfalldaten (Event Data Recorder, USA)",,
"E","EDS","Elektronische Datenverarbeitung",,
"E","EDV","Elektronische Datenverarbeitung",,
"E","EE-LAP","Elektrik und Elektronik Labor Pilotcenter Montage",,
"E","EEPROM","Electrically Erasable Programmable Read Only Memory",,
"E","EES","Software",,
"E","EFL","Entwicklungs-Fortschrittsliste",,
"E","EFM","Einführungsmodell",,
"E","EFP","Elektronische Fahrwerksplattform",,
"E","EG","Europäische Gemeinschaft",,
"E","EGR","Exhaust Gas Recirculation",,
"E","EH","Einheit(en)",,
"E","EH","Einzelhändler",,
"E","EHB","Elektrohängebahn",,
"E","EHD","VW Enterprise Help Desk - Telefonnummer +49 - 5361 / 9 - 33000	",,
"E","EIN","Einführung",,
"E","EIN","Einlauftermin eines Fahrzeugstruktur-Objekts",,
"E","EIZ","Elektronik-Integrationszentrum",,
"E","EK","Eigenkapital",,
"E","EK","Einzelkosten",,
"E","EK","Einkaufskosten",,
"E","EK","Einkaufskosten",,
"E","EKant","Entwicklungskosten Antrag",,
"E","EKF","Einkaufsfinanzierung",,
"E","EKI","Entkopplungsmodul",,
"E","EKK","Elektronischer Klimakompressor",,
"E","EKL","Entscheiderkreis Logistik",,
"E","E-Kosten","Entwicklungskosten	",,
"E","EKP","Elektrische Kraftstoffpumpe",,
"E","EKQ","Eigenkapitalquote",,
"E","EKR","Einkaufsrichtwert",,
"E","E-Kreis ","Führungskreis im Ressort E",,
"E","EKST","Erstanlieferkostenstelle",,
"E","ELFI","Elektronische Fahrzeugidentifikation in ELSA (VW)",,
"E","ELSA","Elektronisches Service Auskunftssystem (VW)",,
"E","ELV","Elektronische Lenkradverriegelung",,
"E","ELWIS","Elektronisches Werkstatt-Informationssystem (VW)",,
"E","EM","Einführungsmodell",,
"E","EMA","Elektromotorischer Aufroller (Sicherheitsgurt)",,
"E","EMAS","Eco-Management and Audit Scheme","LINK FOLGT",
"E","EMB","Elektromagnetische Beeinflussung",,
"E","EMC","Electromagnetic Compatibility",,
"E","EMI","External Machine Interface",,
"E","E-MJ","Einsatzmodelljahr",,
"E","EMPB","Erstmusterprüfbericht",,
"E","EMS","Einmassen-Schwungrad",,
"E","EMS	","Energiemonitoringsystem",,
"E","EMT","Entwicklungs-Muster-Teile",,
"E","EMT-Runde","ErstMusterTermin-Runde",,
"E","EMV","Elektromagnetische Verträglichkeit",,
"E","EMV	","Elektro-Magnetische-Verträglichkeit",,
"E","EMV-G","EMV-Gesetz",,
"E","eNA","Electronic Nomination Agreement",,
"E","ENA","Electric Nominator Agreement",,
"E","ENDA","Emission-Neutral-Default-Action",,
"E","ENGDAT","Engineering Data Message",,
"E","EOB","End of Business",,
"E","EOBD","European on Board Diagnose",,
"E","EOL","End of Line",,
"E","EOP","End of Production",,
"E","EPA","Environmental Protection Agency",,
"E","E-PAK","Produktarbeitskreis im Ressort E",,
"E","EPB","elektronische Parkbremse",,
"E","EPK","Ereignisgesteuerte Prozesskette",,
"E","EPOG","Einplanungsobergrenze",,
"E","EPS","Electric Power Steering","elektromechanische Servolenkung ",
"E","EPT","Einpresstiefe",,
"E","EQB","Entwicklungs-Qualitäts-Berichtssystem	",,
"E","ERB","Endrohrblende",,
"E","ERP","Enterprise-Resource-Planning	",,
"E","ES","ECU Shared Data",,
"E","ES","Erlösschmälerung",,
"E","ESB","Enterprise Service Bus (GSB, IA)",,
"E","ESC","Electronic Stability Control	","Konzern-Bezeichnung für ESP / PSM",
"E","ESD","Elektrisches Schiebedach",,
"E","ESD","Electrostatic Discharge",,
"E","ESD","Endschalldämpfer",,
"E","ESG","Einschicht-Sicherheitsglas",,
"E","ESL","Entwicklungsstückliste",,
"E","ESL","Electronic Supplier Link (externe Bezeichnung für das STAR System)	",,
"E","ESON","EntwicklungsStücklistensystemONline",,
"E","ESP","Elektronisches Stabilitätsprogramm",,
"E","ESSD","Elektrisches Stahl-Schiebedach",,
"E","ET","Ersatzteil",,
"E","ET","Einpresstiefe",,
"E","ET","Entscheidungstabellen",,
"E","E-Team","Funktion in der ÄKO- und ÄA-Phase: Das E-Team ist verantwortlich für die Verteilung zur Umsetzung von ÄKOs in der Vorserie, für die Verteilung und Konsolidierung der TE-Stellungnahmen während des Serienprozesses, sowie der Verteilung zur Umsetzung.","LINK FOLGT",
"E","ETEAMxx","Entwicklungsteam im Werk xx (Koordinatoren in der TE)","LINK FOLGT",
"E","ETF","Entwurf",,
"E","ETK","Emulatortastkopf",,
"E","ETKA","Elektronischer Teilekatalog (VW)",,
"E","ETL","Elektrotauchlackierung",,
"E","ETRTO","European Tyre and Rim Technical Organisation",,
"E","EU","Europäische Union",,
"E","EU-DSGVO","Europäische Datenschutzgrundverordnung	","Siehe DSGVO",
"E","EU-eCall","EU Emergency Call. Gesetz zu automatisiertem Notruf nach einem Unfall.	",,
"E","EV","ECU-Variante, englisch: ECU-VARIANT ODX Diagnose Layer, beschreibt die Steuergeräte spezifischen Diagnosedaten, unterster Layer der Diagnosebeschreibung",,
"E","EVAP","Evaporative Emission Control System",,
"E","EVG","Einlauf Vorgabe (Datum)",,
"E","EVLS","Elektronisch verstellbare Lenksäule",,
"E","EVT","Earned Value Technique",,
"E","eWBK","Elektronische Wagenbegleitkarte",,
"E","EWG","Europäische Wirtschaftsgemeinschaft",,
"E","EWL","Entwicklung Weissach Logistik",,
"E","EXC","Exclusive",,
"E","EXI","Efficient XML Interchange",,
"E","EXV","Expansionsventil",,
"E","EZ","Erstzulassung",,
"E","EZ","Eingriff Zündung (gehört zu neuer ABD + ASR Funktion)",,
"E","EZB","Eingriff Zündung Bremse (gehört zu neuer ABD + ASR Funktion)",,
"E","EZS","Elektronisches Zündschloss",,
"E","EZW","Entwicklungszentrum Weissach","LINK FOLGT",
"F","F","Finanzen und IT","LINK FOLGT",
"F","F+E","Forschung und Entwicklung",,
"F","F+E","Forschung und Entwicklung",,
"F","FAB","Feinabruf sortenrein",,
"F","FaBr","Fachbereich",,
"F","FAKRA","Fachnormenausschuss Kraftfahrzeugindustrie",,
"F","FAL","Frontend Abstraction Layer (-->GsFAL)",,
"F","FAM","Fahrzeug-Anforderungsmanagement",,
"F","FAM","Fahrzeug-Architekturmappe	","Konzern-Tool zur Dokumentation der EE-Architektur",
"F","FAM","Fahrzeug-Aggregate-Management","IT-Tool ist das Quellsystem für Motor- und Getriebedaten sowie für Daten der HV-Batterie im Konzern","https://group-wiki.wob.vw.vwg/wikis/display/famwiki/Willkommen+auf+der+Startseite+des+FAMwiki"
"F","FAP","Fahrzeug Analyse Protokoll",,
"F","FAP","Fehlerabstellprozess",,
"F","FAQ","Frequently Asked Question",,
"F","FAS","Fahrerassistenzsystem",,
"F","FaSi","Fachkraft für Arbeitssicherheit",,
"F","Fax","Telefax",,
"F","FAZIT","Fahrzeug Auskunfts- & Zentrales Identifikations Tool",,
"F","FB","Fachbereich",,
"F","F-BA","Fremdbezugsart",,
"F","FBS","Federbandschelle",,
"F","FB-Vertreter","Fachbereichs-Vertreter",,
"F","FBVK","Fachbereichübergreifende Verknüpfung (im PÄM)",,
"F","FC","Forecast",,
"F","FC","Fuel Consumption",,
"F","FCKW","Fluorchlorkohlenwasserstoff",,
"F","FDD","Fahrzeugdetektion bei Dunkelheit	",,
"F","FDR","Fahrdynamikregelung",,
"F","FDS","Fließlochformendes Schrauben (flow drill screw)",,
"F","FDS","Flow Drill Screw - Fließlochformende Schraube (wird gerne in der Produktion verwendet und ohne Vorbohren in Vollmaterial gebohrt",,
"F","FE","Finite Elemente	","Berechnungsverfahren bei der Festkörpersimulation, z.B. für Festigkeitsberechnungen",
"F","FE","Fuel Economy",,
"F","FEDV","Fuel Economy Data Vehicle",,
"F","Feelgood-Manager",,"Einsatz in umkämpften Branchen zur Sicherung talentierter Mitarbeiter",
"F","FEFO","Fertigungsfortschritt",,
"F","FEFO-System","Fertigungsfortschritt-Verfahren: Der zeit- und mengenmäßige Feinabruf erfolgt auf Basis der tatsächlich geplanten oder schon auf dem Band befindlichen Fahrzeuge in der entsprechenden Reihenfolge",,
"F","FEK","Fertigungseinzelkosten",,
"F","FELM","Fähigungsgerechter Einsatz leistungsgeminderter Mitarbeiter	",,
"F","FEM","Finite Elemente Methode",,
"F","FEMFAT","Finite Elemente Methode Fatigue	","Software für Betriebsfestigkeits-Berechnungen",
"F","FEP","Fabrikentstehungsprozess",,
"F","FEP","Fahrzeugentwicklungsprozess","LINK FOLGT",
"F","FES","Funktionseinheiten Schlüssel",,
"F","FF","Fast Forward",,
"F","FFZ","Flurförderzeug (Gabelstapler)",,
"F","FG","FachGruppe (z.B. Aggregate, Fahrwerk..)",,
"F","FGK","Fertigungsgemeinkosten",,
"F","FGS","Fußgängerschutz",,
"F","FH","Fensterheber",,
"F","FH","Fachhochschule",,
"F","FIN","Fahrzeug-Identnummer",,
"F","FIONA","Freigabe Informationen Online Analysieren",,
"F","FIP","Freigabeprozess Informationsplattform",,
"F","FIPG","formed in place gasket",,
"F","FIS","Fertigungssteuerung",,
"F","FK"," Fremdkapital",,
"F","FKM","Fahrzeugkonzeptmanagement	",,
"F","FKQ","Fremdkapitalquote",,
"F","FKT","Farbkombinationstafel",,
"F","FKT","Fachausschuss Kraftfahrzeugtechnik",,
"F","FKÜ","Freie Kraftfahrzeugüberwachung	",,
"F","FL","Facelift",,
"F","FL","Finance Lease",,
"F","FLA","Fernlichtassistent",,
"F","FLAP","Flashcenter",,
"F","FLC","Forming Limit Curve, durch Kurve gezeigte Formänderung des Materials",,
"F","FlexRay","serielles, deterministisches und fehlertolerantes Feldbussystem",,
"F","FLR","Fertigungsleitrechner",,
"F","FM","Frequenzmodulation",,
"F","FM","Funktionsmaß",,
"F","FMEA","Fehlermöglichkeit und Einfluss-Analyse / Failure Mode and Effects Analysis",,
"F","FMEDA","Failure Modes, Effects and Diagnostic Analysis",,
"F","FMH","Free Motion Headform",,
"F","FMK","Forum Materialkosten",,
"F","FMK","Funktionsmaßkonzept",,
"F","FMM","Fahr Modus Manager",,
"F","FMVSS","Federal Motor Vehicle Safety Standard",,
"F","FNS","Frontend Notification Service (--> PNS)",,
"F","FOD","Function On Demand",,
"F","FoGs","Fahrzeugorientierte Grobstruktur",,
"F","FP","Finanzplanung",,
"F","FPI","Fuel Price Information (Business Dienst)",,
"F","FPK","Fertigungspersonalkosten	","Fertigungszeit x Stundensatz",
"F","FPL","Fachprojektleiter",,
"F","FRE","Frühester Einlauf (Datum)",,
"F","FRG","Freigabe","Rechtverbindliche Dokumentation von Bauteilverwendungen. Dokumentation des Entwicklungsstands einer Sachnummer. Anstoß / Berechtigung für die Einleitung / Durchführung von Folgeaktivtäten.",
"F","FSI","Freigabe-Stücklisten-Informationssystem",,
"F","FSI","Fuel Stratified Injection (Direkteinspritzung)",,
"F","FSL","Fertigungsstückliste",,
"F","FSP","fachliche Systemspezifikation",,
"F","FSPE","Fehlerspeichereintrag",,
"F","FSR","Fahrstabilitätsregelung",,
"F","FSS","Fondseitenscheibe",,
"F","FST","Fahrzeugstruktur",,
"F","FsVBV","	Fahrzeug spezifische VBV Reduzierung der Fahrzeugprojekt-spezifischen VBV auf ein Einzelfahrzeug oder für einen spezifischen Verwendungszweck (z.B. Sommerfahrt, Pressefahrzeuge) (Begriff im VW-Konzern)",,
"F","FT","Fördertechnik",,
"F","FTA","Failure Tree Analysis",,
"F","FTA","Free-Trade-Agreement",,
"F","F-TAB","Freigabetabelle Steuerung von Zieldatencontainern für die Produktion (VW-Konzern)",,
"F","FTE","Full Time Equivalent / Employee",,
"F","FTF","Fahrerloses Transportfahrzeug",,
"F","FTL","Full Truck Load",,
"F","FTP","Federal Test Procedure",,
"F","FTP","File Transfer Protocol",,
"F","FTP","Function Test Portal (--> VTP)",,
"F","FTS","Fahrerloses Transportsystem",,
"F","FTT","First Time Through (Direktläuferquote)",,
"F","FuKa","Funktionskatalog",,
"F","FuKo","Funktions-Konzept",,
"F","FuLi","Funktionsliste",,
"F","FUMA","Funktionsmaß",,
"F","FUMAKA","Funktionsmaßkatalog",,
"F","FuSi","Funktionale Sicherheit",,
"F","FV","Fertigungsvorbereitung",,
"F","FV","Funktionsvariante",,
"F","FWD","Front Wheel Drive",,
"F","FWD","Four Wheel Drive",,
"F","FWS","Fahrwerkprüfstand",,
"F","FZA","Fahrzeugauftragsauflösung",,
"F","F-Zeiten","Fertigungszeiten",,
"F","FZG","Fahrzeug",,
"F","FZP","Fahrzeugprojekt",,
"G","G","Geschäftsleitung","LINK FOLGT ",
"G","G&R","	Gefahren- und Risikoanalyse	",,
"G","G+W","Garantie und Wartung",,
"G","G+W","	Garantie und Wartung",,
"G","G1","Interne Entwicklungsbezeichnung der Baureihe Panamera",,
"G","G1 II","Panamera 1. Generation Facelift",,
"G","GA","Gesellschafterausschuss",,
"G","GADH","Gewichtsaustausch Deutscher Hersteller",,
"G","GAL","Geschwindigkeitsabhängige Lautstärke",,
"G","GAO","Gefahrenabwehrorganisation	","LINK FOLGT",
"G","GAS","	Generative Assembly Structural Analysis, Erweiterung der Fähigkeiten von GPS auf Zusammenbauten (Assemblies)",,
"G","GAS-TI","Globales Anfrage System - technische Informationen (VW-System)",,
"G","GB","Gefahrgutbeauftragter","LINK FOLGT ",
"G","GBB","Grenzbetriebsbedingungen	","LINK FOLGT ",
"G","GBE","Gesamtbetriebserlaubnis",,
"G","GbR","Gesellschaft bürgerlichen Rechts",,
"G","GBT","Herstellercode gemäß chinesischer Behörde",,
"G","GC","Hauptabteilung Compliance der PAG	",,
"G","GDG","Generation Data Group",,
"G","GDL","Gas Discharge Lamp",,
"G","GDP","Gross Domestic Product",,
"G","GE","Gesamterlöse",,
"G","GE","Gewichtsherkunftskennzeichen oder Gewichtsermittlungskennzeichen	",,
"G","GEO","GEOfancing	","Business Dienst",
"G","GEP ","Geschäftsentwicklungsplan",,
"G","GeSi","	Gebrauchssicherheit",,
"G","GEVK","Verknüpfung zum gemeinsam Einsatz (im PÄM)",,
"G","GewIS","Gewichts-Informationssystem",,
"G","GF","	Geschäftsführer / Geschäftsführung	",,
"G","GFF","	Gesamtfahrzeug-Freigabe",,
"G","GFK","	Glasfaserverstärkter Kunststoff	",,
"G","GG","Gesamtgewicht",,
"G","GG","	Gefahrgut","LINK FOLGT ",
"G","GGT","Gas Guzzler Tax",,
"G","GHG","	Greenhouse Gas Emissions Standards",,
"G","GHK","Gewichtsherkunftskennzeichen",,
"G","GHV","Gurthöhenverstellung",,
"G","Gi","	Gummi",,
"G","GiK","Griff in die Kiste",,
"G","GIM","Global Investory Management",,
"G","GIS","	Gefahrgutinformationssystem","LINK FOLGT",
"G","GIS","	Geoinformationssystem",,
"G","GIT","Gesamt-Integrationstest",,
"G","GJ","	Geschäftsjahr",,
"G","GJP","	Geschäftsjahresplanung",,
"G","GK","	Gemeinkosten",,
"G","G-KAT","Geregelter Katalysator",,
"G","G-KAT","Geregelter Katalysator",,
"G","GKM","	Geimeinkostenmaterial",,
"G","GLAS","	Gebietsleiter Aftersales	",,
"G","GLCS","	Geschäftstelle Luftschnittstelle Core Services",,
"G","GLT","Großladungsträger",,
"G","GLV","Geschlossene Luftversorgung",,
"G","GmbH","	Gesellschaft mit beschränkter Haftung",,
"G","GMOD","Geschäft-MOD	","Flottendienste",
"G","GMT","Großmontageträger",,
"G","GMU","	Gurtmetallumlenker",,
"G","GO","	Geschäftsordnung",,
"G","GOAT","	Global Administration Tool (KPI-Benutzerverwaltungstool)",,
"G","GoB","	Grundsätze ordnungsgemäßer Buchführung",,
"G","GOG","Global Order Guide --> PCCD	",,
"G","GOM","	Geometrisch-optische Messtechnik / auch Produktnamen für System	",,
"G","GPH","	Gewichtsplatzhalter	",,
"G","GPL","	Gesamtprojektleiter",,
"G","GPM","	Geschäftsprozessmodellierung",,
"G","GPM","	Global Process Manager",,
"G","GPS","	Generative Part Structural Analysis, Struktur- und Modal-Analyse bei Teilen (Parts)",,
"G","GPS","	Global Positioning System",,
"G","GQ","General Quality",,
"G","GR","	Hauptabteilung Recht der PAG",,
"G","GR","	Golden Rules",,
"G","GRA","	Geschwindigkeit-Regelungsanlage	",,
"G","GRC","Governance, Risk, Compliance",,
"G","GRC","Global Reference Client	","Standard-Software-Paket für Konstruktionsanwendungen im VW-Konzern",
"G","GRL","Gesellschaftsrichtlinie",,
"G","GS","	Gebrauchsstand",,
"G","GS","Geprüfte Sicherheit",,
"G","GS","	Gutschrift",,
"G","GSB","Group Service Bus",,
"G","GsFAL","Geschäftsstelle Frontend Abstraction Layer",,
"G","GSG","	Grundsteuergerät (VW-Konzern)",,
"G","GSM","	Global System for Mobile Communication",,
"G","GSM","Group Staff Meeting",,
"G","GSP","	Generalstrukturplan",,
"G","GT","	Gleichteil",,
"G","GT","	Gran Turismo",,
"G","GTM","Gleichteilemanagement",,
"G","GTÜ","	Gesellschaft für Technische Überwachung",,
"G","GTVK","	Gleichteilverknüpfung (im PÄM)	",,
"G","GUI","	Graphical User Interface bzw. grafische Benutzeroberfläche",,
"G","GuK","Garantie und Kulanz",,
"G","GuV","	Gewinn- und Verlustrechnung",,
"G","GV","	Geschäftsbereich Vertrieb",,
"G","GVO","	Gruppenfreistellungsverordnung",,
"G","GVP","	Gesamtfahrzeug-Verbundreleaseplanung",,
"G","GW","	Gewährleistung",,
"G","GW","Gebrauchtwagen",,
"G","GwB","	Geldwäschebeauftragter",,
"G","GWG","	Geringwertige Wirtschaftsgüter",,
"G","GWM","	Gewichtsmanagement",,
"G","GWS","	Gewährleistungssatz",,
"G","GWZ","Gewichtssteuerkennzeichen",,
"H","H2R","Hire-to-Retire ","E2E-Prozess: von der Mitarbeitereinstellung zum Mitarbeiteraustritt ",
"H","HA","Hinterachse",,
"H","HA","	Hauptabteilung",,
"H","HA","	High Availability",,
"H","HAF","hochautomatisiertes Fahren	",,
"H","HAG","Hinterachsgetriebe",,
"H","HAL","	Hauptabteilungsleiter",,
"H","HAL","	Hinterachslenkung",,
"H","HAT","	Hochtemperatur",,
"H","HB","	Handbuch",,
"H","HBL","	Hochbelastungslauf",,
"H","HBL","	Hochgesetzte Bremsleuchte",,
"H","HBM","	Hauptbetriebsmittel",,
"H","HBT","Handbuch Technik (Reparaturleitfaden)	",,
"H","HBZ","	Hauptbremszylinder",,
"H","HC","	Heading Control",,
"H","HC","	Kohlenwasserstoff",,
"H","HD","	Heavy Duty",,
"H","HDBT","Hauptdatenbereitstellungstermin	",,
"H","HDPE","High Density Polyethylene",,
"H","HDSG","Heckdeckel-Steuergerät",,
"H","HEV","Hybrid Elektric Vehicle",,
"H","HF","	Hochfrequenz",,
"H","HFM","Heißfilm-Luftmassenmesser",,
"H","HFS","	Hochfester Stahl",,
"H","HG","	Härtegrad",,
"H","HHG","	Handhabungs-Gerät",,
"H","HiFi","	High Fidelity",,
"H","HiWa","	Hinterwagen",,
"H","HK","	Herstellungskosten",,
"H","HKD","	Handschuhkastendeckel",,
"H","HKZ","	Hochspannungs-Kondensatorzündung	",,
"H","HL","	Hauptabteilungsleiter",,
"H","HLB","	heute Lieferbeziehung",,
"H","HM","	Hausmitteilung",,
"H","HM","	Herstellmaß",,
"H","HMI","Human-Machine-Interface (Mensch-Maschine-Schnittstelle)",,
"H","HMU","	High Main Unit",,
"H","HO","	Handelsorganisation",,
"H","HOD","	Host-On-Demand (3270 via Web)",,
"H","HOST","	Großrechner",,
"H","HP","	High Performance",,
"H","HP","	Horse Power",,
"H","HP","	High Pressure",,
"H","HPS","Hydraulic Power Steering",,
"H","HRL","Hochregal-Lager",,
"H","HS","Hochspannung",,
"H","HSA","	Heiße Seite außen",,
"H","HSB","	Hauptsicherungsbox",,
"H","HSD","Hauptschalldämpfer",,
"H","HSF","Hardware-/Software-Freeze",,
"H","HSK","	Handschuhkasten",,
"H","HSK","	Herstellerkennzeichen	  ","3-stellige Kennung für die Lieferantenstandorte (VW-Konzern)  Synonym: Herstellercode",
"H","HSN","	Halbhohlstanznieten",,
"H","HSO","	Heiße Seite oben",,
"H","HSV","	Händler- und Service Vertrag",,
"H","HSW","	  Hauptscheinwerfer  Heckscheibenwischer",,
"H","HT","	Hochtemperatur",,
"H","HTI","	Hughes Telematics International",,
"H","HTML","	Hyper Text Markup Language",,
"H","HTTP","Hyper Text Transfer Protocol",,
"H","HU","Hauptuntersuchung",,
"H","HU","	Head Unit",,
"H","HUB","Umschlagplatz für Logistik",,
"H","HUD","Head Up Display",,
"H","HV","Hochvolt",,
"H","HV","Hochvolt",,
"H","HVAC","Heating, Ventilation, Air Condition",,
"H","HVB","Hochvoltbatterie",,
"H","HVEM","Hochvoltenergiemanagement","HV Leistungskontingentierung | HV Energiekontingentierung | Triggerung autonomer HV-Betriebszustände",
"H","HVK","Hochvoltkoordinator","HV-Netzaktivierung/ -Deaktivierung | HV Fehlerreaktionsmatrix | Aktivierung HV-Warnmeldungen und FSP",
"H","HW","	Hardware",,
"I","i.O.","	In Ordnung",,
"I","I/O","	Input/Output",,
"I","IA","	Abkürzung für Innenausstattung",,
"I","IA","	Integration Architecture",,
"I","IAA","Internationale Automobilausstellung	",,
"I","IAA","	Identifizierung, Authentifizierung und Autorisierung",,
"I","IAS","	International Accounting Standards",,
"I","IB","	Inbetriebnahme",,
"I","IBD","	Inbound Dispatcher",,
"I","IBK","	Inbetriebnahmeklausur	",,
"I","IBM","International Business Machines	",,
"I","IBN","Inbetriebnahme",,
"I","IBNA","Inbetriebnahmeanweisung",,
"I","iBooster","	elektromechanischen Bremskraftverstärker",,
"I","IBT","Innerbetrieblicher Transport",,
"I","IBW","	Im Birkenwald	","vgl. Standortbeschreibungen",
"I","iCall","Call from the end customer to the call center for information",,
"I","ICC","	Internet Car Configurator",,
"I","ICCPD","	Porsche Universalladekabel",,
"I","ICCT","Internation-Council-On-Clean-Transportation",,
"I","ICE","Internal Combustion Engine",,
"I","ICEM","	Integrated Computer-aided Engineering and Manufacturing, ICEM Surf; Class A-Oberflächen-Modellierung, Oberflächenanalyse und Visualisierung",,
"I","ICI","	Independant Commercial Importer	",,
"I","ICL","Interior Communication Light",,
"I","ICV","	Industrial Computer Vision (DPP Use Case)",,
"I","ID","Identifizierung	",,
"I","IE-RL","Industrieemissions-Richtlinie","LINK FOLGT ",
"I","IFRS","	International Finance Reporting Standards",,
"I","IGES","	Initial Graphics Exchange Specification	","Neutrales, herstellerunabhängiges Datenformat zum Austausch von CAD-Daten",
"I","IH","	Instandhaltung",,
"I","I-Kosten","	Investitionskosten",,
"I","IKP","	Interessenten Kontakt Programm	",,
"I","IKS","	Internes Kontrollsystem",,
"I","IKT","	Informations und Kommunikationstechnik",,
"I","IM","Incident Management","""Incident Management"" verwaltet alle Incidents (Störungen) über ihren gesamten Lebenszyklus. Das primäre Ziel dieses ITIL-Prozesses besteht darin, einen IT Service für den Anwender so schnell wie möglich wieder herzustellen.",
"I","IMDS","International Material Data System",,
"I","IMDS-IS","	Internationales Material Daten System-Inhouse System",,
"I","IMEI","International Mobile Station Equipment Identity",,
"I","IMP","	Implementierung",,
"I","IMPOS II","System-Fertigungszeiten Abbildung	",,
"I","IMS","Hierarchische Datenbank",,
"I","IMS","	Hierarchische Datenbank",,
"I","IMSI","	International Mobile Subscriber Identity (GSM term)",,
"I","INCA","	Mess-, Kalibrier- und Diagnosesoftware",,
"I","INKA","Ingolstädter Korrosions- und Alterungstest",,
"I","Innovation Hubs",,"Arbeitsplätze wie auch Treffpunkte für Entwickler/ Wissenschaftler/Unternehmer/ Kreative. Hier werden Ideen entwickelt/ ausgetauscht.",
"I","I-Nr.","	Individualausstattungs-Nummer	","vgl. M-Nr.",
"I","I-Nr.","Frei wählbare Sonderausstattung",,
"I","INS","Inertial Navigation System",,
"I","IoT","Internet of Things",,
"I","IP","	Internet Protocol",,
"I","IPA","	Intelligent Park Assist",,
"I","IPAS","	Integriertes Porsche Händler-Abwicklungssystem",,
"I","IPB","	Inbetriebnahme- und Prüfbeschreibung",,
"I","IPB","Integrated Power Box",,
"I","IPB","Integrated Power Box",,
"I","IPL","	International Porsche Locator",,
"I","iPORT","	integrated Porsche Reporting Tool",,
"I","IPS","Informations- und Publikations-System",,
"I","IPTM","	Internationales Produkt-Management-Team (Selection)",,
"I","IQS","	Initial Quality Study (J.D. Power)	",,
"I","IR","	Infrarot",,
"I","IRÜ","Innenraumüberwachung",,
"I","IS","	Informationssystem",,
"I","IS","	Integrationsstufe	","Audi-Bezeichnung für best. Fahrzeug-Entwicklungsstand",
"I","ISDN","	Integrated Services Digital Network	",,
"I","ISMS","	Informationssicherheitsmanagement",,
"I","ISO","International Standards Organization",,
"I","IsoFix","	Kinderrückhaltesystem-Befestigung",,
"I","ISS","	Informationssysteme-Steuerkreis	","LINK FOLGT",
"I","ISW","	Informationssystem-Workshop	","LINK FOLGT",
"I","ITD2S","IT Demand-to-Solution ","E2E-Prozess: vom IT-Bedarf zur digitalen Lösung ",
"I","ITF (-Check)","Interference",,
"I","ITIL","Information Technology Infrastructure Library","ITIL (heute nur mehr als Akronym in Verwendung) ist ein Best-Practice-Leitfaden und der De-facto-Standard im Bereich IT-Service-Management.","https://de.wikipedia.org/wiki/Configuration_Management_Database"
"I","ITSM","IT Service Management",,
"I","ITU","Integrierte Test Umgebung",,
"I","IVET","Porsche Innovations- und Vorentwicklungstag",,
"I","IVORY","	object-orientied framework for physics-based infomation visualization, Middleware zwischen GUI und Businesslogik auf dem Host",,
"I","iWAS","	Integriertes Werkstatt-Abwicklungs-System",,
"I","IWR","Inertial Work Rating",,
"I","IWT","innerer Wärmetauscher",,
"J","JA","Jahresabschluss",,
"J","JCA","Joint-Controller-Agreement",,
"J","JDK","Java Development Kit (GUI-Oberflächen-Entwicklung)",,
"J","JIS","	Just-In-Sequenz",,
"J","JIT","Just-In-Time",,
"J","JNDI","Java Naming and Directory Interface	",,
"J","JSF","JavaServer Faces",,
"J","JSP","	JavaServer Page",,
"J","JT","	Jupiter Tesselation, 3D Format für Viewing/Mock-Up Zwecke und für das Austauschen von exakter Geometrie als BREP, entwickelt von Fa. UGS, 2007 von Siemens PLM Software aufgekauft.","LINK FOLGT",
"J","JZV","	Jahreszielvereinbarung",,
"K","K3","	Kostenverfolgung für Bauprojekte",,
"K","KA","Klimaanlage",,
"K","KA","Konzept-Anstoß",,
"K","KA","	Kreditausschuss",,
"K","KA","Kundenauslieferung",,
